"","Scientific_Name","Common_Name","Class","PresentInLPI","PresentInRL","Population_Trend","IUCN_Category","IUCN_Criteria","Generation_Length_Years","Generation_Length_Days","PercentDecrease10YMin","PercentDecreaseMin","PercentDecrease3GMin","PercentDecrease10YMid","PercentDecreaseMid","PercentDecrease3GMid","PercentDecrease10YMax","PercentDecreaseMax","PercentDecrease3GMax","Lambda10YMin","LambdaMin","Lambda3GMin","Lambda10YMid","LambdaMid","Lambda3GMid","Lambda10YMax","LambdaMax","Lambda3GMax","ExLambda10YMin","ExLambdaMin","ExLambda3GMin","ExLambda10YMid","ExLambdaMid","ExLambda3GMid","ExLambda10YMax","ExLambdaMax","ExLambda3GMax"
"171","Laterallus jamaicensis","Black Rail","aves",FALSE,TRUE,"Decreasing","EN","A2ace+3ce+4ace",1.776870411,649.00191761775,6.69670084631926,6.69670084631926,12.1932196696499,9.8381456326306,9.8381456326306,17.6573666878895,14.449622653224,14.449622653224,25.3806912056504,0.933032991536807,0.933032991536807,0.878067803303501,0.901618543673694,0.901618543673694,0.823426333121105,0.85550377346776,0.85550377346776,0.746193087943496,-0.0693147180559945,-0.0693147180559945,-0.130031463609446,-0.103563748950672,-0.103563748950672,-0.194281189199363,-0.156064774826466,-0.156064774826466,-0.292770881245894
"172","Lathrotriccus griseipectus","Grey-breasted Flycatcher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",2.394502251,874.59194717775,3.50389048801824,3.50389048801824,4.84394194025378,4.90109037786124,4.90109037786124,6.7564819303211,6.51175273797047,6.51175273797047,8.94757967891682,0.964961095119818,0.964961095119818,0.951560580597462,0.950989096221388,0.950989096221388,0.932435180696789,0.934882472620295,0.934882472620295,0.910524203210832,-0.0356674943938732,-0.0356674943938732,-0.0496519257519702,-0.0502526820951295,-0.0502526820951295,-0.0699556411973064,-0.0673344553263765,-0.0673344553263765,-0.0937347978384737
"173","Laticilla cinerascens","Swamp Grass-babbler","aves",FALSE,TRUE,"Decreasing","EN","A2c+3c+4c; C2a(i)",2.534393376,925.687180584,6.69670084631926,6.69670084631926,8.71333165064947,9.8381456326306,9.8381456326306,12.7341600641817,14.449622653224,14.449622653224,18.5566499077749,0.933032991536807,0.933032991536807,0.912866683493505,0.901618543673694,0.901618543673694,0.872658399358183,0.85550377346776,0.85550377346776,0.814433500922251,-0.0693147180559945,-0.0693147180559945,-0.0911654293191494,-0.103563748950672,-0.103563748950672,-0.136211094840804,-0.156064774826466,-0.156064774826466,-0.205262498321896
"174","Leipoa ocellata","Malleefowl","aves",TRUE,TRUE,"Decreasing","VU","A2bce+3ce+4bce",9.399378425,3433.12296973125,3.50389048801824,1.25692231584111,1.25692231584111,4.90109037786124,1.76634186284105,1.76634186284105,6.51175273797047,2.35961968817279,2.35961968817279,0.964961095119818,0.987430776841589,0.987430776841589,0.950989096221388,0.98233658137159,0.98233658137159,0.934882472620295,0.976403803118272,0.976403803118272,-0.0356674943938732,-0.0126488840648606,-0.0126488840648606,-0.0502526820951295,-0.0178212784657725,-0.0178212784657725,-0.0673344553263765,-0.0238790454296722,-0.0238790454296722
"175","Leistes defilippii","Pampas Meadowlark","aves",FALSE,TRUE,"Decreasing","VU","A2ce+3ce+4ce",2.982121494,1089.2198756835,3.50389048801824,3.50389048801824,3.90838662662877,4.90109037786124,4.90109037786124,5.46225989405013,6.51175273797047,6.51175273797047,7.25019630641727,0.964961095119818,0.964961095119818,0.960916133733712,0.950989096221388,0.950989096221388,0.945377401059499,0.934882472620295,0.934882472620295,0.927498036935827,-0.0356674943938732,-0.0356674943938732,-0.0398681436080946,-0.0502526820951295,-0.0502526820951295,-0.0561710650133219,-0.0673344553263765,-0.0673344553263765,-0.075264601014024
"176","Leptoptilos dubius","Greater Adjutant","aves",TRUE,TRUE,"Decreasing","EN","A2bcd+3bcd+4bcd;C2a(ii)",12.95800257,4732.9104386925,6.69670084631926,1.76725830174503,1.76725830174503,9.8381456326306,2.62891350742648,2.62891350742648,14.449622653224,3.93511183246085,3.93511183246085,0.933032991536807,0.98232741698255,0.98232741698255,0.901618543673694,0.973710864925735,0.973710864925735,0.85550377346776,0.960648881675392,0.960648881675392,-0.0693147180559945,-0.0178306076834378,-0.0178306076834378,-0.103563748950672,-0.0266408726682511,-0.0266408726682511,-0.156064774826466,-0.0401463044383562,-0.0401463044383562
"177","Leptoptilos javanicus","Lesser Adjutant","aves",TRUE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",11.1882499,4086.508275975,3.50389048801824,1.05702126046796,1.05702126046796,4.90109037786124,1.48603415253108,1.48603415253108,6.51175273797047,1.98611785900571,1.98611785900571,0.964961095119818,0.98942978739532,0.98942978739532,0.950989096221388,0.985139658474689,0.985139658474689,0.934882472620295,0.980138821409943,0.980138821409943,-0.0356674943938732,-0.0106264741172413,-0.0106264741172413,-0.0502526820951295,-0.0149718626071356,-0.0149718626071356,-0.0673344553263765,-0.020061062849629,-0.020061062849629
"178","Leptosittaca branickii","Golden-plumed Parakeet","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",2.988376883,1091.50465651575,3.50389048801824,3.50389048801824,3.90036710293439,4.90109037786124,4.90109037786124,5.45114354024378,6.51175273797047,6.51175273797047,7.23558271610014,0.964961095119818,0.964961095119818,0.960996328970656,0.950989096221388,0.950989096221388,0.945488564597562,0.934882472620295,0.934882472620295,0.927644172838999,-0.0356674943938732,-0.0356674943938732,-0.0397846900288639,-0.0502526820951295,-0.0502526820951295,-0.0560534855124893,-0.0673344553263765,-0.0673344553263765,-0.0751070541664524
"179","Leptotila ochraceiventris","Ochre-bellied Dove","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.314371817,1210.57430615925,3.50389048801824,3.50389048801824,3.5235788657896,4.90109037786124,4.90109037786124,4.92842695866973,6.51175273797047,6.51175273797047,6.54775937487879,0.964961095119818,0.964961095119818,0.964764211342104,0.950989096221388,0.950989096221388,0.950715730413303,0.934882472620295,0.934882472620295,0.934522406251212,-0.0356674943938732,-0.0356674943938732,-0.0358715480773042,-0.0502526820951295,-0.0502526820951295,-0.0505401776161369,-0.0673344553263765,-0.0673344553263765,-0.0677196756471379
"180","Leucocarbo onslowi","Chatham Shag","aves",FALSE,TRUE,"Decreasing","CR","A2bcde+3bcde+4bcde",8.62267579,3149.4323322975,14.8660077479215,6.03212946292748,6.03212946292748,20.1786754970349,8.34390069947958,8.34390069947958,36.9042655519807,16.3078972606355,16.3078972606355,0.851339922520785,0.939678705370725,0.939678705370725,0.798213245029651,0.916560993005204,0.916560993005204,0.630957344480193,0.836921027393645,0.836921027393645,-0.16094379124341,-0.0622172649430787,-0.0622172649430787,-0.225379492882461,-0.08712666399288,-0.08712666399288,-0.46051701859881,-0.178025564923008,-0.178025564923008
"181","Leucosticte atrata","Black Rosy-finch","aves",FALSE,TRUE,"Decreasing","EN","A2ac+3c+4ac",2.263630486,826.7910350115,6.69670084631926,6.69670084631926,9.70337764540266,9.8381456326306,9.8381456326306,14.1444461709738,14.449622653224,14.449622653224,20.531928141975,0.933032991536807,0.933032991536807,0.902966223545973,0.901618543673694,0.901618543673694,0.858555538290262,0.85550377346776,0.85550377346776,0.79468071858025,-0.0693147180559945,-0.0693147180559945,-0.102070130975718,-0.103563748950672,-0.103563748950672,-0.152503908494471,-0.156064774826466,-0.156064774826466,-0.229814856844185
"182","Leucosticte australis","Brown-capped Rosy-finch","aves",FALSE,TRUE,"Decreasing","EN","A2ac+3c+4ac",2.036160758,743.7077168595,6.69670084631926,6.69670084631926,10.7271608394973,9.8381456326306,9.8381456326306,15.5947755130606,14.449622653224,14.449622653224,22.546205454609,0.933032991536807,0.933032991536807,0.892728391605027,0.901618543673694,0.901618543673694,0.844052244869394,0.85550377346776,0.85550377346776,0.77453794545391,-0.0693147180559945,-0.0693147180559945,-0.113472897107395,-0.103563748950672,-0.103563748950672,-0.169540884797978,-0.156064774826466,-0.156064774826466,-0.255488626840643
"183","Lobotos lobatus","Western Wattled Cuckooshrike","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",3.123305567,1140.78735834675,3.50389048801824,3.50389048801824,3.73505647102664,4.90109037786124,4.90109037786124,5.22191185318411,6.51175273797047,6.51175273797047,6.93410395613643,0.964961095119818,0.964961095119818,0.962649435289734,0.950989096221388,0.950989096221388,0.947780881468159,0.934882472620295,0.934882472620295,0.930658960438636,-0.0356674943938732,-0.0356674943938732,-0.0380659674275083,-0.0502526820951295,-0.0502526820951295,-0.0536319411353639,-0.0673344553263765,-0.0673344553263765,-0.0718623841332446
"184","Lophura bulweri","Bulwer's Pheasant","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd;C2a(i)",8.411951288,3072.465207942,3.50389048801824,1.40342473835698,1.40342473835698,4.90109037786124,1.97162501379773,1.97162501379773,6.51175273797047,2.63292382727254,2.63292382727254,0.964961095119818,0.98596575261643,0.98596575261643,0.950989096221388,0.980283749862023,0.980283749862023,0.934882472620295,0.973670761727275,0.973670761727275,-0.0356674943938732,-0.0141336586374651,-0.0141336586374651,-0.0502526820951295,-0.0199132085507981,-0.0199132085507981,-0.0673344553263765,-0.0266820594576481,-0.0266820594576481
"185","Lophura erythrophthalma","Malay Crestless Fireback","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",5.648806192,2063.226461628,3.50389048801824,2.08272698202083,2.08272698202083,4.90109037786124,2.92185038483724,2.92185038483724,6.51175273797047,3.89547049289394,3.89547049289394,0.964961095119818,0.979172730179792,0.979172730179792,0.950989096221388,0.970781496151628,0.970781496151628,0.934882472620295,0.961045295071061,0.961045295071061,-0.0356674943938732,-0.0210472166929634,-0.0210472166929634,-0.0502526820951295,-0.0296538657237577,-0.0296538657237577,-0.0673344553263765,-0.0397337378540487,-0.0397337378540487
"186","Lophura pyronota","Bornean Crestless Fireback","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",3.045870506,1112.5042023165,3.50389048801824,3.50389048801824,3.82817178544563,4.90109037786124,4.90109037786124,5.3510521041926,6.51175273797047,6.51175273797047,7.10397593109465,0.964961095119818,0.964961095119818,0.961718282145544,0.950989096221388,0.950989096221388,0.946489478958074,0.934882472620295,0.934882472620295,0.928960240689053,-0.0356674943938732,-0.0356674943938732,-0.0390337172067477,-0.0502526820951295,-0.0502526820951295,-0.0549954241282175,-0.0673344553263765,-0.0673344553263765,-0.0736893390507309
"187","Lorius garrulus","Chattering Lory","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",8.951025665,3269.36212414125,3.50389048801824,1.31946382322534,1.31946382322534,4.90109037786124,1.85399195850696,1.85399195850696,6.51175273797047,2.47633659443158,2.47633659443158,0.964961095119818,0.986805361767747,0.986805361767747,0.950989096221388,0.98146008041493,0.98146008041493,0.934882472620295,0.975236634055684,0.975236634055684,-0.0356674943938732,-0.0132824608518847,-0.0132824608518847,-0.0502526820951295,-0.0187139381101416,-0.0187139381101416,-0.0673344553263765,-0.0250751358359841,-0.0250751358359841
"188","Machlolophus nuchalis","White-naped Tit","aves",TRUE,TRUE,"Decreasing","VU","A2ce+3ce+4ce;C2a(i)",2.454044442,896.3397324405,3.50389048801824,3.50389048801824,4.7292384715774,4.90109037786124,4.90109037786124,6.59808294237453,6.51175273797047,6.51175273797047,8.74026565744204,0.964961095119818,0.964961095119818,0.952707615284226,0.950989096221388,0.950989096221388,0.934019170576255,0.934882472620295,0.934882472620295,0.91259734342558,-0.0356674943938732,-0.0356674943938732,-0.0484472269306921,-0.0502526820951295,-0.0502526820951295,-0.0682583157216916,-0.0673344553263765,-0.0673344553263765,-0.0914605214884919
"189","Macrocephalon maleo","Maleo","aves",FALSE,TRUE,"Decreasing","EN","A2bcde+3bcde+4bcde",9.597014666,3505.3096067565,6.69670084631926,2.37876037384734,2.37876037384734,9.8381456326306,3.53315588487186,3.53315588487186,14.449622653224,5.27630581405438,5.27630581405438,0.933032991536807,0.976212396261527,0.976212396261527,0.901618543673694,0.964668441151281,0.964668441151281,0.85550377346776,0.947236941859456,0.947236941859456,-0.0693147180559945,-0.024075097124234,-0.024075097124234,-0.103563748950672,-0.0359708209809503,-0.0359708209809503,-0.156064774826466,-0.054206014494406,-0.054206014494406
"190","Malimbus ballmanni","Gola Malimbe","aves",FALSE,TRUE,"Decreasing","EN","A2c+3c+4c",3.616548194,1320.9442278585,6.69670084631926,6.18886486223067,6.18886486223067,9.8381456326306,9.10394514444905,9.10394514444905,14.449622653224,13.3976482287629,13.3976482287629,0.933032991536807,0.938111351377693,0.938111351377693,0.901618543673694,0.908960548555509,0.908960548555509,0.85550377346776,0.866023517712371,0.866023517712371,-0.0693147180559945,-0.0638866255314856,-0.0638866255314856,-0.103563748950672,-0.0954535866755383,-0.0954535866755383,-0.156064774826466,-0.143843214076694,-0.143843214076694
"191","Marmaronetta angustirostris","Marbled Teal","aves",TRUE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",2.941434772,1074.359050473,3.50389048801824,3.50389048801824,3.96136336720736,4.90109037786124,4.90109037786124,5.53568467294668,6.51175273797047,6.51175273797047,7.34670605720175,0.964961095119818,0.964961095119818,0.960386366327926,0.950989096221388,0.950989096221388,0.944643153270533,0.934882472620295,0.934882472620295,0.926532939427983,-0.0356674943938732,-0.0356674943938732,-0.0404196105626161,-0.0502526820951295,-0.0502526820951295,-0.056948038389851,-0.0673344553263765,-0.0673344553263765,-0.0763056813490526
"192","Megadyptes antipodes","Yellow-eyed Penguin","aves",TRUE,TRUE,"Decreasing","EN","A2ade; B2ab(ii,iii,v)c(iv)",9.872478642,3605.9228239905,6.69670084631926,2.31316142937646,2.31316142937646,9.8381456326306,3.43628684587663,3.43628684587663,14.449622653224,5.13293089611692,5.13293089611692,0.933032991536807,0.976868385706235,0.976868385706235,0.901618543673694,0.965637131541234,0.965637131541234,0.85550377346776,0.948670691038831,0.948670691038831,-0.0693147180559945,-0.023403348699455,-0.023403348699455,-0.103563748950672,-0.0349671555665484,-0.0349671555665484,-0.156064774826466,-0.0526935468743476,-0.0526935468743476
"193","Megapodius bernsteinii","Sula Scrubfowl","aves",FALSE,TRUE,"Decreasing","VU","A2cde+3cde+4cde",7.446814413,2719.94896434825,3.50389048801824,1.58386651781758,1.58386651781758,4.90109037786124,2.22429352656806,2.22429352656806,6.51175273797047,2.96904754157573,2.96904754157573,0.964961095119818,0.984161334821824,0.984161334821824,0.950989096221388,0.977757064734319,0.977757064734319,0.934882472620295,0.970309524584243,0.970309524584243,-0.0356674943938732,-0.0159654372172921,-0.0159654372172921,-0.0502526820951295,-0.0224940398708844,-0.0224940398708844,-0.0673344553263765,-0.0301401608759624,-0.0301401608759624
"194","Melaenornis annamarulae","Nimba Flycatcher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",3.117743507,1138.75581593175,3.50389048801824,3.50389048801824,3.74159357769736,4.90109037786124,4.90109037786124,5.2309797374697,6.51175273797047,6.51175273797047,6.9460344832484,0.964961095119818,0.964961095119818,0.962584064223026,0.950989096221388,0.950989096221388,0.947690202625303,0.934882472620295,0.934882472620295,0.930539655167516,-0.0356674943938732,-0.0356674943938732,-0.0381338771815707,-0.0502526820951295,-0.0502526820951295,-0.0537276206143979,-0.0673344553263765,-0.0673344553263765,-0.0719905867552353
"195","Melanitta fusca","Velvet Scoter","aves",TRUE,TRUE,"Decreasing","VU","A2abcde+3cde+4bcde",5.778288318,2110.5198081495,3.50389048801824,2.03653495569565,2.03653495569565,4.90109037786124,2.85732097081489,2.85732097081489,6.51175273797047,3.80986389298925,3.80986389298925,0.964961095119818,0.979634650443044,0.979634650443044,0.950989096221388,0.971426790291851,0.971426790291851,0.934882472620295,0.961901361070107,0.961901361070107,-0.0356674943938732,-0.0205755824971933,-0.0205755824971933,-0.0502526820951295,-0.0289893703980277,-0.0289893703980277,-0.0673344553263765,-0.0388433688436893,-0.0388433688436893
"196","Melanoperdix niger","Black Partridge","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",4.379547199,1599.62961443475,3.50389048801824,2.67818498769179,2.67818498769179,4.90109037786124,3.75257865017211,3.75257865017211,6.51175273797047,4.99580864379243,4.99580864379243,0.964961095119818,0.973218150123082,0.973218150123082,0.950989096221388,0.962474213498279,0.962474213498279,0.934882472620295,0.950041913562076,0.950041913562076,-0.0356674943938732,-0.0271470183051628,-0.0271470183051628,-0.0502526820951295,-0.0382480043497069,-0.0382480043497069,-0.0673344553263765,-0.0512491758217617,-0.0512491758217617
"197","Mesitornis unicolor","Brown Mesite","aves",FALSE,TRUE,"Decreasing","VU","A2cde+3cde+4cde; C1+2a(i)",5.212265629,1903.78002099225,3.50389048801824,2.25517941445124,2.25517941445124,4.90109037786124,3.16265326549178,3.16265326549178,6.51175273797047,4.21475579028986,4.21475579028986,0.964961095119818,0.977448205855488,0.977448205855488,0.950989096221388,0.968373467345082,0.968373467345082,0.934882472620295,0.957852442097101,0.957852442097101,-0.0356674943938732,-0.0228099748635388,-0.0228099748635388,-0.0502526820951295,-0.0321374527393831,-0.0321374527393831,-0.0673344553263765,-0.0430615399131753,-0.0430615399131753
"198","Mesitornis variegatus","White-breasted Mesite","aves",FALSE,TRUE,"Decreasing","VU","A2cd+3cd+4cd",4.492005337,1640.70494933925,3.50389048801824,2.61201964767102,2.61201964767102,4.90109037786124,3.66037322968354,3.66037322968354,6.51175273797047,4.87383698986116,4.87383698986116,0.964961095119818,0.97387980352329,0.97387980352329,0.950989096221388,0.963396267703165,0.963396267703165,0.934882472620295,0.951261630101388,0.951261630101388,-0.0356674943938732,-0.0264673879615156,-0.0264673879615156,-0.0502526820951295,-0.0372904588819945,-0.0372904588819945,-0.0673344553263765,-0.0499661437559987,-0.0499661437559987
"199","Micrastur plumbeus","Plumbeous Forest-falcon","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",5.826565263,2128.15296231075,3.50389048801824,2.01983249486944,2.01983249486944,4.90109037786124,2.83398487586596,2.83398487586596,6.51175273797047,3.77890078968699,3.77890078968699,0.964961095119818,0.979801675051306,0.979801675051306,0.950989096221388,0.97166015124134,0.97166015124134,0.934882472620295,0.96221099210313,0.96221099210313,-0.0356674943938732,-0.020405100194203,-0.020405100194203,-0.0502526820951295,-0.0287491743001349,-0.0287491743001349,-0.0673344553263765,-0.0385215258544432,-0.0385215258544432
"200","Morus capensis","Cape Gannet","aves",TRUE,TRUE,"Decreasing","EN","A2acde+3cde+4acde",12.36914021,4517.8284617025,6.69670084631926,1.85060960147083,1.85060960147083,9.8381456326306,2.75233118401168,2.75233118401168,14.449622653224,4.11854150003916,4.11854150003916,0.933032991536807,0.981493903985292,0.981493903985292,0.901618543673694,0.972476688159883,0.972476688159883,0.85550377346776,0.958814584999608,0.958814584999608,-0.0693147180559945,-0.0186794762015758,-0.0186794762015758,-0.103563748950672,-0.0279091748206677,-0.0279091748206677,-0.156064774826466,-0.0420575648150262,-0.0420575648150262
"201","Mulleripicus fuliginosus","Southern Sooty Woodpecker","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.353423875,859.58807034375,3.50389048801824,3.50389048801824,4.92637425045459,4.90109037786124,4.90109037786124,6.8702680746063,6.51175273797047,6.51175273797047,9.09643015323898,0.964961095119818,0.964961095119818,0.950736257495454,0.950989096221388,0.950989096221388,0.931297319253937,0.934882472620295,0.934882472620295,0.90903569846761,-0.0356674943938732,-0.0356674943938732,-0.0505185866611375,-0.0502526820951295,-0.0502526820951295,-0.071176697957608,-0.0673344553263765,-0.0673344553263765,-0.0953709133341971
"202","Mulleripicus pulverulentus","Great Slaty Woodpecker","aves",FALSE,TRUE,"Decreasing","VU","A2bc",5.600694906,2045.6538144165,3.50389048801824,2.10042887752617,2.10042887752617,4.90109037786124,2.94657630958162,2.94657630958162,6.51175273797047,3.92826750002088,3.92826750002088,0.964961095119818,0.978995711224738,0.978995711224738,0.950989096221388,0.970534236904184,0.970534236904184,0.934882472620295,0.960717324999791,0.960717324999791,-0.0356674943938732,-0.0212280172326847,-0.0212280172326847,-0.0502526820951295,-0.029908599402129,-0.029908599402129,-0.0673344553263765,-0.0400750600038586,-0.0400750600038586
"203","Muscicapa randi","Ashy-breasted Flycatcher","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",2.5151237,918.648931425,3.50389048801824,3.50389048801824,4.61708351575375,4.90109037786124,4.90109037786124,6.44312788242614,6.51175273797047,6.51175273797047,8.53734340636575,0.964961095119818,0.964961095119818,0.953829164842462,0.950989096221388,0.950989096221388,0.935568721175739,0.934882472620295,0.934882472620295,0.914626565936343,-0.0356674943938732,-0.0356674943938732,-0.0472706960614213,-0.0502526820951295,-0.0502526820951295,-0.0666006766653658,-0.0673344553263765,-0.0673344553263765,-0.0892394216718864
"204","Mycteria cinerea","Milky Stork","aves",TRUE,TRUE,"Decreasing","EN","A2cd+3cd+4cd",9.213421479,3365.20219520475,6.69670084631926,2.47656168418292,2.47656168418292,9.8381456326306,3.67751798940922,3.67751798940922,14.449622653224,5.48983934395256,5.48983934395256,0.933032991536807,0.975234383158171,0.975234383158171,0.901618543673694,0.963224820105908,0.963224820105908,0.85550377346776,0.945101606560474,0.945101606560474,-0.0693147180559945,-0.0250774438913138,-0.0250774438913138,-0.103563748950672,-0.0374684363772001,-0.0374684363772001,-0.156064774826466,-0.0564628370984593,-0.0564628370984593
"205","Myrmotherula minor","Salvadori's Antwren","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",2.21762026,809.985799965,3.50389048801824,3.50389048801824,5.22004709361862,4.90109037786124,4.90109037786124,7.27531392977289,6.51175273797047,6.51175273797047,9.62579296475201,0.964961095119818,0.964961095119818,0.947799529063814,0.950989096221388,0.950989096221388,0.927246860702271,0.934882472620295,0.934882472620295,0.90374207035248,-0.0356674943938732,-0.0356674943938732,-0.053612266321727,-0.0502526820951295,-0.0502526820951295,-0.075535448218307,-0.0673344553263765,-0.0673344553263765,-0.101211279708121
"206","Necrosyrtes monachus","Hooded Vulture","aves",TRUE,TRUE,"Decreasing","CR","A2acd+3cd+4acd",9.305250101,3398.74259939025,14.8660077479215,5.60229265980391,5.60229265980391,20.1786754970349,7.75624509057382,7.75624509057382,36.9042655519807,15.207809036298,15.207809036298,0.851339922520785,0.943977073401961,0.943977073401961,0.798213245029651,0.922437549094262,0.922437549094262,0.630957344480193,0.84792190963702,0.84792190963702,-0.16094379124341,-0.057653399782027,-0.057653399782027,-0.225379492882461,-0.080735602817826,-0.080735602817826,-0.46051701859881,-0.164966735122759,-0.164966735122759
"207","Neophema chrysogaster","Orange-bellied Parrot","aves",TRUE,TRUE,"Decreasing","CR","A2ace; C2a(i,ii); D",3.352362709,1224.45047946225,14.8660077479215,14.788195284816,14.788195284816,20.1786754970349,20.0764910728332,20.0764910728332,36.9042655519807,36.7391123540584,36.7391123540584,0.851339922520785,0.85211804715184,0.85211804715184,0.798213245029651,0.799235089271668,0.799235089271668,0.630957344480193,0.632608876459416,0.632608876459416,-0.16094379124341,-0.160030208755284,-0.160030208755284,-0.225379492882461,-0.224100147116531,-0.224100147116531,-0.46051701859881,-0.457902936499554,-0.457902936499554
"208","Neophron percnopterus","Egyptian Vulture","aves",TRUE,TRUE,"Decreasing","EN","A2bcde+3bcde",15.12869181,5525.7546836025,6.69670084631926,1.5156213892369,1.5156213892369,9.8381456326306,2.25600263566647,2.25600263566647,14.449622653224,3.38015659165984,3.38015659165984,0.933032991536807,0.984843786107631,0.984843786107631,0.901618543673694,0.977439973643335,0.977439973643335,0.85550377346776,0.966198434083402,0.966198434083402,-0.0693147180559945,-0.0152722431713445,-0.0152722431713445,-0.103563748950672,-0.0228183970456755,-0.0228183970456755,-0.156064774826466,-0.0343860475592716,-0.0343860475592716
"209","Nestor meridionalis","New Zealand Kaka","aves",TRUE,TRUE,"Decreasing","EN","A2ce+3be+4be",6.919194422,2527.2357626355,6.69670084631926,3.28411052715014,3.28411052715014,9.8381456326306,4.86678438282457,4.86678438282457,14.449622653224,7.24276321114981,7.24276321114981,0.933032991536807,0.967158894728499,0.967158894728499,0.901618543673694,0.951332156171754,0.951332156171754,0.85550377346776,0.927572367888502,0.927572367888502,-0.0693147180559945,-0.033392479831469,-0.033392479831469,-0.103563748950672,-0.0498920069950075,-0.0498920069950075,-0.156064774826466,-0.0751844628666836,-0.0751844628666836
"210","Nestor notabilis","Kea","aves",FALSE,TRUE,"Decreasing","EN","A2be+4be",7.876239563,2876.79650038575,6.69670084631926,2.89088528514673,2.89088528514673,9.8381456326306,4.28829718146259,4.28829718146259,14.449622653224,6.3914787406738,6.3914787406738,0.933032991536807,0.971091147148533,0.971091147148533,0.901618543673694,0.957117028185374,0.957117028185374,0.85550377346776,0.936085212593262,0.936085212593262,-0.0693147180559945,-0.0293349457362929,-0.0293349457362929,-0.103563748950672,-0.0438296085004748,-0.0438296085004748,-0.156064774826466,-0.0660487675529866,-0.0660487675529866
"211","Ninox odiosa","New Britain Boobook","aves",FALSE,TRUE,"Decreasing","VU","A2c",4.766693176,1741.034682534,3.50389048801824,2.46336793488964,2.46336793488964,4.90109037786124,3.45312461458132,3.45312461458132,6.51175273797047,4.59953848179044,4.59953848179044,0.964961095119818,0.975366320651104,0.975366320651104,0.950989096221388,0.965468753854187,0.965468753854187,0.934882472620295,0.954004615182096,0.954004615182096,-0.0356674943938732,-0.0249421650586174,-0.0249421650586174,-0.0502526820951295,-0.0351415402947468,-0.0351415402947468,-0.0673344553263765,-0.0470867698284709,-0.0470867698284709
"212","Nisaetus nanus","Wallace's Hawk-eagle","aves",FALSE,TRUE,"Decreasing","VU","A2c+3c+4c",6.970739187,2546.06248805175,3.50389048801824,1.69111894077761,1.69111894077761,4.90109037786124,2.37438693506979,2.37438693506979,6.51175273797047,3.16857639040274,3.16857639040274,0.964961095119818,0.983088810592224,0.983088810592224,0.950989096221388,0.976256130649302,0.976256130649302,0.934882472620295,0.968314236095973,0.968314236095973,-0.0356674943938732,-0.0170558164335431,-0.0170558164335431,-0.0502526820951295,-0.0240302980535396,-0.0240302980535396,-0.0673344553263765,-0.0321986203184646,-0.0321986203184646
"213","Nisaetus philippensis","North Philippine Hawk-eagle","aves",FALSE,TRUE,"Decreasing","EN","A2cd+3cd+4cd",6.903896044,2521.648030071,6.69670084631926,3.29126671247689,3.29126671247689,9.8381456326306,4.87730134443624,4.87730134443624,14.449622653224,7.25821543075313,7.25821543075313,0.933032991536807,0.967087332875231,0.967087332875231,0.901618543673694,0.951226986555638,0.951226986555638,0.85550377346776,0.927417845692469,0.927417845692469,-0.0693147180559945,-0.0334664743956346,-0.0334664743956346,-0.103563748950672,-0.0500025629444777,-0.0500025629444777,-0.156064774826466,-0.0753510644964489,-0.0753510644964489
"214","Nisaetus pinskeri","South Philippine Hawk-eagle","aves",FALSE,TRUE,"Decreasing","EN","A2cd+3cd+4cd",7.856267616,2869.501746744,6.69670084631926,2.89812686337656,2.89812686337656,9.8381456326306,4.29896099580913,4.29896099580913,14.449622653224,6.40719494907226,6.40719494907226,0.933032991536807,0.971018731366234,0.971018731366234,0.901618543673694,0.957010390041909,0.957010390041909,0.85550377346776,0.935928050509277,0.935928050509277,-0.0693147180559945,-0.0294095200774597,-0.0294095200774597,-0.103563748950672,-0.0439410307000215,-0.0439410307000215,-0.156064774826466,-0.0662166745731466,-0.0662166745731466
