"","Scientific_Name","Common_Name","Class","PresentInLPI","PresentInRL","Population_Trend","IUCN_Category","IUCN_Criteria","Generation_Length_Days","Generation_Length_Years","PercentDecrease10YMin","PercentDecreaseMin","PercentDecrease3GMin","PercentDecrease10YMid","PercentDecreaseMid","PercentDecrease3GMid","PercentDecrease10YMax","PercentDecreaseMax","PercentDecrease3GMax","Lambda10YMin","LambdaMin","Lambda3GMin","Lambda10YMid","LambdaMid","Lambda3GMid","Lambda10YMax","LambdaMax","Lambda3GMax","ExLambda10YMin","ExLambdaMin","ExLambda3GMin","ExLambda10YMid","ExLambdaMid","ExLambda3GMid","ExLambda10YMax","ExLambdaMax","ExLambda3GMax"
"152","Moschus chrysogaster","Alpine Musk Deer","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"153","Moschus cupreus","Kashmir Muskdeer","mammalia",FALSE,TRUE,"Decreasing","EN","A2d",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"154","Moschus fuscus","Black Musk Deer","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"155","Moschus leucogaster","Himalayan Muskdeer","mammalia",FALSE,TRUE,"Decreasing","EN","A2d",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"156","Moschus moschiferus","Siberian Musk Deer","mammalia",TRUE,TRUE,"Decreasing","VU","A2d+3d+4d",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"157","Muntiacus crinifrons","Black Muntjac","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"158","Murina aenea","Bronze Tube-nosed Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c+3c",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"159","Murina rozendaali","Gilded Tube-nosed Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2c+3c",1825,4.99657768651609,3.50389048801824,2.35137563054822,2.35137563054822,4.90109037786124,3.29690080862926,3.29690080862926,6.51175273797047,4.39264016869589,4.39264016869589,0.964961095119818,0.976486243694518,0.976486243694518,0.950989096221388,0.967030991913707,0.967030991913707,0.934882472620295,0.956073598313041,0.956073598313041,-0.0356674943938732,-0.023794616123036,-0.023794616123036,-0.0502526820951295,-0.0335247344936001,-0.0335247344936001,-0.0673344553263765,-0.044920383210884,-0.044920383210884
"160","Myotis vivesi","Fish-eating Bat","mammalia",FALSE,TRUE,"Decreasing","VU","A2ae",2504.38545,6.85663367556468,3.50389048801824,1.71901862629134,1.71901862629134,4.90109037786124,2.41341992065561,2.41341992065561,6.51175273797047,3.22044837975006,3.22044837975006,0.964961095119818,0.982809813737087,0.982809813737087,0.950989096221388,0.975865800793444,0.975865800793444,0.934882472620295,0.967795516202499,0.967795516202499,-0.0356674943938732,-0.0173396528974965,-0.0173396528974965,-0.0502526820951295,-0.0244302012099696,-0.0244302012099696,-0.0673344553263765,-0.0327344576130897,-0.0327344576130897
"161","Myrmecophaga tridactyla","Giant Anteater","mammalia",FALSE,TRUE,"Decreasing","VU","A2c",4124.5275,11.292340862423,3.50389048801824,1.04732901320298,1.04732901320298,4.90109037786124,1.47243747964525,1.47243747964525,6.51175273797047,1.96799149362091,1.96799149362091,0.964961095119818,0.98952670986797,0.98952670986797,0.950989096221388,0.985275625203548,0.985275625203548,0.934882472620295,0.980320085063791,0.980320085063791,-0.0356674943938732,-0.0105285210062342,-0.0105285210062342,-0.0502526820951295,-0.0148338544114011,-0.0148338544114011,-0.0673344553263765,-0.0198761432333433,-0.0198761432333433
"162","Mysateles melanurus","Black-tailed Hutia","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",3650,9.99315537303217,3.50389048801824,1.18268149284166,1.18268149284166,4.90109037786124,1.66226604635902,1.66226604635902,6.51175273797047,2.22098393248984,2.22098393248984,0.964961095119818,0.988173185071583,0.988173185071583,0.950989096221388,0.98337733953641,0.98337733953641,0.934882472620295,0.977790160675102,0.977790160675102,-0.0356674943938732,-0.011897308061518,-0.011897308061518,-0.0502526820951295,-0.0167623672468,-0.0167623672468,-0.0673344553263765,-0.022460191605442,-0.022460191605442
"163","Naemorhedus caudatus","Long-tailed Goral","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2555,6.99520876112252,3.50389048801824,1.68525345545091,1.68525345545091,4.90109037786124,2.3661802660969,2.3661802660969,6.51175273797047,3.15766942918758,3.15766942918758,0.964961095119818,0.983147465445491,0.983147465445491,0.950989096221388,0.976338197339031,0.976338197339031,0.934882472620295,0.968423305708124,0.968423305708124,-0.0356674943938732,-0.0169961543735971,-0.0169961543735971,-0.0502526820951295,-0.0239462389240001,-0.0239462389240001,-0.0673344553263765,-0.0320859880077744,-0.0320859880077744
"164","Naemorhedus griseus","Chinese Goral","mammalia",FALSE,TRUE,"Decreasing","VU","A2d",2555,6.99520876112252,3.50389048801824,1.68525345545091,1.68525345545091,4.90109037786124,2.3661802660969,2.3661802660969,6.51175273797047,3.15766942918758,3.15766942918758,0.964961095119818,0.983147465445491,0.983147465445491,0.950989096221388,0.976338197339031,0.976338197339031,0.934882472620295,0.968423305708124,0.968423305708124,-0.0356674943938732,-0.0169961543735971,-0.0169961543735971,-0.0502526820951295,-0.0239462389240001,-0.0239462389240001,-0.0673344553263765,-0.0320859880077744,-0.0320859880077744
"165","Nasalis larvatus","Proboscis Monkey","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",4015,10.9924709103354,6.69670084631926,2.07994902374956,2.07994902374956,9.8381456326306,3.09164514569873,3.09164514569873,14.449622653224,4.62223901108084,4.62223901108084,0.933032991536807,0.979200509762504,0.979200509762504,0.901618543673694,0.969083548543013,0.969083548543013,0.85550377346776,0.953777609889192,0.953777609889192,-0.0693147180559945,-0.021018846633418,-0.021018846633418,-0.103563748950672,-0.0314044494016048,-0.0314044494016048,-0.156064774826466,-0.0473247480326833,-0.0473247480326833
"166","Neofelis diardi","Sunda Clouded Leopard","mammalia",FALSE,TRUE,"Decreasing","VU","A2c; C1",2664.41,7.29475701574264,3.50389048801824,1.61661352186436,1.61661352186436,4.90109037786124,2.27012811465308,2.27012811465308,6.51175273797047,3.0299894659546,3.0299894659546,0.964961095119818,0.983833864781356,0.983833864781356,0.950989096221388,0.977298718853469,0.977298718853469,0.934882472620295,0.969700105340454,0.969700105340454,-0.0356674943938732,-0.0162982327887002,-0.0162982327887002,-0.0502526820951295,-0.022962922542259,-0.022962922542259,-0.0673344553263765,-0.0307684250396386,-0.0307684250396386
"167","Neofelis nebulosa","Clouded Leopard","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd+3cd",2550.887933,6.98395053524983,3.50389048801824,1.68794704975165,1.68794704975165,4.90109037786124,2.36994902202474,2.36994902202474,6.51175273797047,3.16267828143225,3.16267828143225,0.964961095119818,0.983120529502484,0.983120529502484,0.950989096221388,0.976300509779753,0.976300509779753,0.934882472620295,0.968373217185677,0.968373217185677,-0.0356674943938732,-0.0170235524119909,-0.0170235524119909,-0.0502526820951295,-0.0239848405958257,-0.0239848405958257,-0.0673344553263765,-0.0321377110688867,-0.0321377110688867
"168","Neophoca cinerea","Australian Sea Lion","mammalia",FALSE,TRUE,"Decreasing","EN","A2bd",4599,12.5913757700205,6.69670084631926,1.8182454473689,1.8182454473689,9.8381456326306,2.7044159590272,2.7044159590272,14.449622653224,4.04734144625941,4.04734144625941,0.933032991536807,0.981817545526311,0.981817545526311,0.901618543673694,0.972955840409728,0.972955840409728,0.85550377346776,0.959526585537406,0.959526585537406,-0.0693147180559945,-0.0183497867434602,-0.0183497867434602,-0.103563748950672,-0.0274165828109248,-0.0274165828109248,-0.156064774826466,-0.0413152562190092,-0.0413152562190092
"169","Neophocaena asiaeorientalis","Narrow-ridged Finless Porpoise","mammalia",FALSE,TRUE,"Decreasing","EN","A2bcde+3bcde+4bcde",6095.5,16.6885694729637,6.69670084631926,1.37493514984408,1.37493514984408,9.8381456326306,2.04730867673657,2.04730867673657,14.449622653224,3.06911524204492,3.06911524204492,0.933032991536807,0.986250648501559,0.986250648501559,0.901618543673694,0.979526913232634,0.979526913232634,0.85550377346776,0.969308847579551,0.969308847579551,-0.0693147180559945,-0.0138447492794969,-0.0138447492794969,-0.103563748950672,-0.0206855654741109,-0.0206855654741109,-0.156064774826466,-0.0311719897221267,-0.0311719897221267
"170","Neophocaena phocaenoides","Indo-Pacific Finless Porpoise","mammalia",TRUE,TRUE,"Decreasing","VU","A2cde+3cde+4cde",5840,15.9890485968515,3.50389048801824,0.740824024279663,0.740824024279663,4.90109037786124,1.04217923605345,1.04217923605345,6.51175273797047,1.39395517858064,1.39395517858064,0.964961095119818,0.992591759757203,0.992591759757203,0.950989096221388,0.989578207639465,0.989578207639465,0.934882472620295,0.986060448214194,0.986060448214194,-0.0356674943938732,-0.00743581753844877,-0.00743581753844877,-0.0502526820951295,-0.01047647952925,-0.01047647952925,-0.0673344553263765,-0.0140376197534013,-0.0140376197534013
"171","Neophocaena phocaenoides","Indo-Pacific Finless Porpoise","mammalia",TRUE,TRUE,"Decreasing","VU","A2cde+3cde+4cde",6095.5,16.6885694729637,3.50389048801824,0.709882005798301,0.709882005798301,4.90109037786124,0.998713962170317,0.998713962170317,6.51175273797047,1.33591799102141,1.33591799102141,0.964961095119818,0.992901179942017,0.992901179942017,0.950989096221388,0.990012860378297,0.990012860378297,0.934882472620295,0.986640820089786,0.986640820089786,-0.0356674943938732,-0.00712413656378324,-0.00712413656378324,-0.0502526820951295,-0.0100373456567665,-0.0100373456567665,-0.0673344553263765,-0.0134492165302048,-0.0134492165302048
"172","Nesokia bunnii","Bunni's Short-tailed Bandicoot Rat","mammalia",FALSE,TRUE,"Decreasing","EN","A2c",624.3996409,1.70951304832307,6.69670084631926,6.69670084631926,12.6419413917132,9.8381456326306,9.8381456326306,18.285290516628,14.449622653224,14.449622653224,26.2365246194968,0.933032991536807,0.933032991536807,0.873580586082868,0.901618543673694,0.901618543673694,0.81714709483372,0.85550377346776,0.85550377346776,0.737634753805032,-0.0693147180559945,-0.0693147180559945,-0.135154897128918,-0.103563748950672,-0.103563748950672,-0.201936157691732,-0.156064774826466,-0.156064774826466,-0.304306490435112
"173","Nesolagus timminsi","Annamite Striped Rabbit","mammalia",FALSE,TRUE,"Decreasing","EN","A2d+3d+4d",1104.3199,3.02346310746064,6.69670084631926,6.69670084631926,7.35717517780035,9.8381456326306,9.8381456326306,10.790071198806,14.449622653224,14.449622653224,15.8071024894878,0.933032991536807,0.933032991536807,0.926428248221997,0.901618543673694,0.901618543673694,0.89209928801194,0.85550377346776,0.85550377346776,0.841928975105122,-0.0693147180559945,-0.0693147180559945,-0.0764186801606793,-0.103563748950672,-0.103563748950672,-0.114177843166137,-0.156064774826466,-0.156064774826466,-0.172059620904435
"174","Nomascus concolor","Black Crested Gibbon","mammalia",FALSE,TRUE,"Decreasing","CR","A2cd",5475,14.9897330595483,14.8660077479215,3.51569021022349,3.51569021022349,20.1786754970349,4.88834189436657,4.88834189436657,36.9042655519807,9.73380953754651,9.73380953754651,0.851339922520785,0.964843097897765,0.964843097897765,0.798213245029651,0.951116581056334,0.951116581056334,0.630957344480193,0.902661904624535,0.902661904624535,-0.16094379124341,-0.0357897837148587,-0.0357897837148587,-0.225379492882461,-0.0501186360884743,-0.0501186360884743,-0.46051701859881,-0.102407209158731,-0.102407209158731
"175","Nomascus gabriellae","Red-cheeked Gibbon","mammalia",TRUE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"176","Nomascus hainanus","Hainan Gibbon","mammalia",FALSE,TRUE,"Stable","CR","A2acd; B1ab(iii,v)+2ab(iii,v); C2a(ii); D",5475,14.9897330595483,14.8660077479215,3.51569021022349,3.51569021022349,20.1786754970349,4.88834189436657,4.88834189436657,36.9042655519807,9.73380953754651,9.73380953754651,0.851339922520785,0.964843097897765,0.964843097897765,0.798213245029651,0.951116581056334,0.951116581056334,0.630957344480193,0.902661904624535,0.902661904624535,-0.16094379124341,-0.0357897837148587,-0.0357897837148587,-0.225379492882461,-0.0501186360884743,-0.0501186360884743,-0.46051701859881,-0.102407209158731,-0.102407209158731
"177","Nomascus leucogenys","Northern White-cheeked Gibbon","mammalia",FALSE,TRUE,"Decreasing","CR","A2cd+3cd",5475,14.9897330595483,14.8660077479215,3.51569021022349,3.51569021022349,20.1786754970349,4.88834189436657,4.88834189436657,36.9042655519807,9.73380953754651,9.73380953754651,0.851339922520785,0.964843097897765,0.964843097897765,0.798213245029651,0.951116581056334,0.951116581056334,0.630957344480193,0.902661904624535,0.902661904624535,-0.16094379124341,-0.0357897837148587,-0.0357897837148587,-0.225379492882461,-0.0501186360884743,-0.0501186360884743,-0.46051701859881,-0.102407209158731,-0.102407209158731
"178","Nomascus nasutus","Cao-vit Gibbon","mammalia",TRUE,TRUE,"Decreasing","CR","A2acd; C2a(i); D",5475,14.9897330595483,14.8660077479215,3.51569021022349,3.51569021022349,20.1786754970349,4.88834189436657,4.88834189436657,36.9042655519807,9.73380953754651,9.73380953754651,0.851339922520785,0.964843097897765,0.964843097897765,0.798213245029651,0.951116581056334,0.951116581056334,0.630957344480193,0.902661904624535,0.902661904624535,-0.16094379124341,-0.0357897837148587,-0.0357897837148587,-0.225379492882461,-0.0501186360884743,-0.0501186360884743,-0.46051701859881,-0.102407209158731,-0.102407209158731
"179","Nomascus siki","Southern White-cheeked Gibbon","mammalia",FALSE,TRUE,"Decreasing","EN","A2cd",5475,14.9897330595483,6.69670084631926,1.52956359339727,1.52956359339727,9.8381456326306,2.27667648263158,2.27667648263158,14.449622653224,3.41095096512041,3.41095096512041,0.933032991536807,0.984704364066027,0.984704364066027,0.901618543673694,0.977233235173684,0.977233235173684,0.85550377346776,0.965890490348796,0.965890490348796,-0.0693147180559945,-0.0154138208645065,-0.0154138208645065,-0.103563748950672,-0.0230299295611768,-0.0230299295611768,-0.156064774826466,-0.0347048152239677,-0.0347048152239677
"180","Nycticebus bengalensis","Bengal Slow Loris","mammalia",FALSE,TRUE,"Decreasing","VU","A2acd+3cd+4acd",2555,6.99520876112252,3.50389048801824,1.68525345545091,1.68525345545091,4.90109037786124,2.3661802660969,2.3661802660969,6.51175273797047,3.15766942918758,3.15766942918758,0.964961095119818,0.983147465445491,0.983147465445491,0.950989096221388,0.976338197339031,0.976338197339031,0.934882472620295,0.968423305708124,0.968423305708124,-0.0356674943938732,-0.0169961543735971,-0.0169961543735971,-0.0502526820951295,-0.0239462389240001,-0.0239462389240001,-0.0673344553263765,-0.0320859880077744,-0.0320859880077744
"181","Nycticebus coucang","Greater Slow Loris","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2555,6.99520876112252,3.50389048801824,1.68525345545091,1.68525345545091,4.90109037786124,2.3661802660969,2.3661802660969,6.51175273797047,3.15766942918758,3.15766942918758,0.964961095119818,0.983147465445491,0.983147465445491,0.950989096221388,0.976338197339031,0.976338197339031,0.934882472620295,0.968423305708124,0.968423305708124,-0.0356674943938732,-0.0169961543735971,-0.0169961543735971,-0.0502526820951295,-0.0239462389240001,-0.0239462389240001,-0.0673344553263765,-0.0320859880077744,-0.0320859880077744
"182","Nycticebus javanicus","Javan Slow Loris","mammalia",FALSE,TRUE,"Decreasing","CR","A2cd+4cd",2555,6.99520876112252,14.8660077479215,7.38252930088964,7.38252930088964,20.1786754970349,10.1831040360979,10.1831040360979,36.9042655519807,19.703489327801,19.703489327801,0.851339922520785,0.926174706991104,0.926174706991104,0.798213245029651,0.898168959639021,0.898168959639021,0.630957344480193,0.80296510672199,0.80296510672199,-0.16094379124341,-0.0766923936746974,-0.0766923936746974,-0.225379492882461,-0.107397077332445,-0.107397077332445,-0.46051701859881,-0.219444019625851,-0.219444019625851
"183","Nycticebus menagensis","Philippine Slow Loris","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd+3cd",2555,6.99520876112252,3.50389048801824,1.68525345545091,1.68525345545091,4.90109037786124,2.3661802660969,2.3661802660969,6.51175273797047,3.15766942918758,3.15766942918758,0.964961095119818,0.983147465445491,0.983147465445491,0.950989096221388,0.976338197339031,0.976338197339031,0.934882472620295,0.968423305708124,0.968423305708124,-0.0356674943938732,-0.0169961543735971,-0.0169961543735971,-0.0502526820951295,-0.0239462389240001,-0.0239462389240001,-0.0673344553263765,-0.0320859880077744,-0.0320859880077744
"184","Nycticebus pygmaeus","Pygmy Slow Loris","mammalia",FALSE,TRUE,"Decreasing","VU","A2cd",2920,7.99452429842574,3.50389048801824,1.47615984620982,1.47615984620982,4.90109037786124,2.0734970965063,2.0734970965063,6.51175273797047,2.76847924676236,2.76847924676236,0.964961095119818,0.985238401537902,0.985238401537902,0.950989096221388,0.979265029034937,0.979265029034937,0.934882472620295,0.972315207532376,0.972315207532376,-0.0356674943938732,-0.0148716350768975,-0.0148716350768975,-0.0502526820951295,-0.0209529590585001,-0.0209529590585001,-0.0673344553263765,-0.0280752395068025,-0.0280752395068025
"185","Ochotona iliensis","Ili Pika","mammalia",FALSE,TRUE,"Decreasing","EN","A2abc",751.47417,2.05742414784394,6.69670084631926,6.69670084631926,10.6224058203777,9.8381456326306,9.8381456326306,15.4467512240101,14.449622653224,14.449622653224,22.3414212593767,0.933032991536807,0.933032991536807,0.893775941796223,0.901618543673694,0.901618543673694,0.845532487759899,0.85550377346776,0.85550377346776,0.776585787406233,-0.0693147180559945,-0.0693147180559945,-0.112300159609176,-0.103563748950672,-0.103563748950672,-0.167788687064844,-0.156064774826466,-0.156064774826466,-0.252848162899895
"186","Ochotona koslowi","Kozlov's Pika","mammalia",FALSE,TRUE,"Decreasing","EN","A2c",751.47417,2.05742414784394,6.69670084631926,6.69670084631926,10.6224058203777,9.8381456326306,9.8381456326306,15.4467512240101,14.449622653224,14.449622653224,22.3414212593767,0.933032991536807,0.933032991536807,0.893775941796223,0.901618543673694,0.901618543673694,0.845532487759899,0.85550377346776,0.85550377346776,0.776585787406233,-0.0693147180559945,-0.0693147180559945,-0.112300159609176,-0.103563748950672,-0.103563748950672,-0.167788687064844,-0.156064774826466,-0.156064774826466,-0.252848162899895
"187","Okapia johnstoni","Okapi","mammalia",FALSE,TRUE,"Decreasing","EN","A2abcd+4abcd",4764.235717,13.0437665078713,6.69670084631926,1.75574103128013,1.75574103128013,9.8381456326306,2.61185589675501,2.61185589675501,14.449622653224,3.90975066315646,3.90975066315646,0.933032991536807,0.982442589687199,0.982442589687199,0.901618543673694,0.97388144103245,0.97388144103245,0.85550377346776,0.960902493368435,0.960902493368435,-0.0693147180559945,-0.0177133698343359,-0.0177133698343359,-0.103563748950672,-0.026465706534529,-0.026465706534529,-0.156064774826466,-0.0398823388761441,-0.0398823388761441
"188","Orcaella brevirostris","Irrawaddy Dolphin","mammalia",TRUE,TRUE,"Decreasing","CR","A2cd+3cd+4cd",5475,14.9897330595483,14.8660077479215,3.51569021022349,3.51569021022349,20.1786754970349,4.88834189436657,4.88834189436657,36.9042655519807,9.73380953754651,9.73380953754651,0.851339922520785,0.964843097897765,0.964843097897765,0.798213245029651,0.951116581056334,0.951116581056334,0.630957344480193,0.902661904624535,0.902661904624535,-0.16094379124341,-0.0357897837148587,-0.0357897837148587,-0.225379492882461,-0.0501186360884743,-0.0501186360884743,-0.46051701859881,-0.102407209158731,-0.102407209158731
"189","Orcaella heinsohni","Australian Snubfin Dolphin","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd+3cd+4cd; C2a(i)",5475,14.9897330595483,3.50389048801824,0.790016705117125,0.790016705117125,4.90109037786124,1.11127041106835,1.11127041106835,6.51175273797047,1.48619162335029,1.48619162335029,0.964961095119818,0.992099832948829,0.992099832948829,0.950989096221388,0.988887295889316,0.988887295889316,0.934882472620295,0.985138083766497,0.985138083766497,-0.0356674943938732,-0.00793153870767862,-0.00793153870767862,-0.0502526820951295,-0.0111749114978668,-0.0111749114978668,-0.0673344553263765,-0.0149734610702947,-0.0149734610702947
"190","Oryctolagus cuniculus","European Rabbit","mammalia",TRUE,TRUE,"Decreasing","EN","A2abce",1515.3536,4.14881204654346,6.69670084631926,5.41680930471964,5.41680930471964,9.8381456326306,7.98398542117583,7.98398542117583,14.449622653224,11.7846433022516,11.7846433022516,0.933032991536807,0.945831906952804,0.945831906952804,0.901618543673694,0.920160145788242,0.920160145788242,0.85550377346776,0.882153566977484,0.882153566977484,-0.0693147180559945,-0.0556904139292462,-0.0556904139292462,-0.103563748950672,-0.0832075525787799,-0.0832075525787799,-0.156064774826466,-0.125389125911749,-0.125389125911749
"191","Oryx beisa","Beisa Oryx","mammalia",TRUE,TRUE,"Decreasing","EN","A2bd",2555,6.99520876112252,6.69670084631926,3.24900947423726,3.24900947423726,9.8381456326306,4.81519317103433,4.81519317103433,14.449622653224,7.16694942778309,7.16694942778309,0.933032991536807,0.967509905257627,0.967509905257627,0.901618543673694,0.951848068289657,0.951848068289657,0.85550377346776,0.928330505722169,0.928330505722169,-0.0693147180559945,-0.0330296161382284,-0.0330296161382284,-0.103563748950672,-0.0493498490596647,-0.0493498490596647,-0.156064774826466,-0.0743674611942166,-0.0743674611942166
"192","Ovis orientalis","Mouflon","mammalia",TRUE,TRUE,"Decreasing","VU","A2cde",2920,7.99452429842574,3.50389048801824,1.47615984620982,1.47615984620982,4.90109037786124,2.0734970965063,2.0734970965063,6.51175273797047,2.76847924676236,2.76847924676236,0.964961095119818,0.985238401537902,0.985238401537902,0.950989096221388,0.979265029034937,0.979265029034937,0.934882472620295,0.972315207532376,0.972315207532376,-0.0356674943938732,-0.0148716350768975,-0.0148716350768975,-0.0502526820951295,-0.0209529590585001,-0.0209529590585001,-0.0673344553263765,-0.0280752395068025,-0.0280752395068025
"193","Panthera leo","Lion","mammalia",TRUE,TRUE,"Decreasing","VU","A2abcd",2190,5.9958932238193,3.50389048801824,1.96335481659702,1.96335481659702,4.90109037786124,2.75506418670095,2.75506418670095,6.51175273797047,3.6741674786795,3.6741674786795,0.964961095119818,0.98036645183403,0.98036645183403,0.950989096221388,0.97244935813299,0.97244935813299,0.934882472620295,0.963258325213205,0.963258325213205,-0.0356674943938732,-0.0198288467691967,-0.0198288467691967,-0.0502526820951295,-0.0279372787446668,-0.0279372787446668,-0.0673344553263765,-0.0374336526757367,-0.0374336526757367
"194","Panthera pardus","Leopard","mammalia",TRUE,TRUE,"Decreasing","VU","A2cd",3400.645433,9.31045977549624,3.50389048801824,1.26884995163949,1.26884995163949,4.90109037786124,1.78305984838112,1.78305984838112,6.51175273797047,2.38188447972487,2.38188447972487,0.964961095119818,0.987311500483605,0.987311500483605,0.950989096221388,0.982169401516189,0.982169401516189,0.934882472620295,0.976181155202751,0.976181155202751,-0.0356674943938732,-0.0127696860140551,-0.0127696860140551,-0.0502526820951295,-0.0179914788695997,-0.0179914788695997,-0.0673344553263765,-0.024107099953535,-0.024107099953535
"195","Panthera tigris","Tiger","mammalia",TRUE,TRUE,"Decreasing","EN","A2abcd; C1",2920,7.99452429842574,6.69670084631926,2.84872771102431,2.84872771102431,9.8381456326306,4.22620891478137,4.22620891478137,14.449622653224,6.29995612976448,6.29995612976448,0.933032991536807,0.971512722889757,0.971512722889757,0.901618543673694,0.957737910852186,0.957737910852186,0.85550377346776,0.937000438702355,0.937000438702355,-0.0693147180559945,-0.0289009141209497,-0.0289009141209497,-0.103563748950672,-0.0431811179272066,-0.0431811179272066,-0.156064774826466,-0.0650715285449396,-0.0650715285449396
"196","Perameles gunnii","Eastern Barred Bandicoot","mammalia",TRUE,TRUE,"Decreasing","VU","A2bce+3bce+4bce",706.1569,1.93335222450376,3.50389048801824,3.50389048801824,5.96424268690783,4.90109037786124,4.90109037786124,8.29944081252569,6.51175273797047,6.51175273797047,10.9607368115346,0.964961095119818,0.964961095119818,0.940357573130922,0.950989096221388,0.950989096221388,0.917005591874743,0.934882472620295,0.934882472620295,0.890392631884654,-0.0356674943938732,-0.0356674943938732,-0.0614950791028745,-0.0502526820951295,-0.0502526820951295,-0.0866417087347306,-0.0673344553263765,-0.0673344553263765,-0.116092754117199
